company,job,url,introduction,to_do,need_to,preference
서밋코퍼레이션,웹/모바일 기획자,https://www.wanted.co.kr/wd/131953,서밋코퍼레이션은 안양시 동안구에 위치한 기업으로 IT 개발 경험을 축적하며 성장하고 있습니다  현재는 모바일 개발 본부 안양  및 S Biz 본부 서울 로 나뉘어져 있으며  안양에 위치한 모바일 개발 본부에서는 정부과제 및 R amp D를  서울에 위치한 S Biz 본부에서는 SK렌터카 서비스 운영 업무를 도급 형태로 수행하고 있습니다  작지만 강한 IT 전문가 집단으로서의 자리매김을 위해 구성원에 대한 다양한 복지 지원 및 문화를 만들어 가고 있습니다 ,  웹 모바일 서비스 구축   UI UX 스토리보드 기획 및 설계   서비스 시나리오 기획 및 분석 설계   프로젝트 관리 및 운영,  경력 3년 이상   학력 무관,  웹에이전시 경험이 있으신 분   서비스 기능  정책 등의 정의 또는 협의가 가능하신 분   대기업 프로젝트 및 정부과제 경험이 있으신 분   인근거주자
아이온커뮤니케이션즈,이커머스(E-Commerce) 웹기획,https://www.wanted.co.kr/wd/97769,회사소개  아이온커뮤니케이션즈는 1999년도에 시작하여 1 600여 개 국내외 고객사에게 비정형 데이터관리 기술기반으로 개발한 이커머스  웹콘텐츠관리  에너지  스포츠  전자계약서비스 등 성공적인 디지털트랜스포메이션을 제공하고 있습니다   연 매출의 15 이상을 R amp D에 투자하고  전 직원의 85 이상을 개발 서비스 인력으로 투입하는 등 기술력과 인재 개발증진을 위해 끊임없이 노력하고 있어요  빠르게 변하는 IT기술과 트렌드를 전 직원과 함께 나누면서 자율과 책임을 갖고 성장할 수 있도록 지원하고 있습니다   소프트웨어와 서비스에 대한 혁신을 주도하며  세계 100대 소프트웨어 서비스 기업이 되기 위해 나아가고 있습니다 ,  스토리보드 및 웹기획을 수행합니다    E commerce 기획을 수행합니다    BackOffice 설계를 진행해요 ,  3년 이상의 경력 또는 이에 준하는 경험을 보유하신 분   CMS에 대한 이해가 있으신 분   요구사항 분석  IA 정의  SB작성  산출물 작성 경험이 있으신 분   E commerce 기획 경험이 있으신 분,  프론트 백앤드 기획 경험이 있으신 분   웹 앱 프로젝트 PL경험이 있으신 분   아이온커뮤니케이션즈 본사 외 파견근무가 가능하신 분
아이비베리,서비스 기획/PM,https://www.wanted.co.kr/wd/118856,포지션  결제 및 거래정보 중계솔루션 서비스 기획 및 PM    당사는 지급결제 시장 오프라인 매장에서 사용자가 결제할 수 있는 서비스를 제공하는 시장 에서 결제사업자 신용카드사 또는 간편결제사 와 가맹점 간 결제 및 거래정보 중계 서비스를 제공하는 핀테크 Fin tech  기업입니다  아울러  누적된 결제 및 거래정보를 분석하여 특정 목적에 따라 데이터를 추정하거나 금융상품을 추천하는 AI솔루션도 함께 개발하고 있습니다    사업계획과 추진 현황의 구체적인 내용에 대해서는  고객사인 금융회사들의 대외비 유지 요청에 따라  대면 면접 시 NDA 작성 후 좀 더 상세하게 프리젠테이션 하고 있습니다    본 공고의 채용 포지션은  서비스 기획 UX  amp  UI  및 Service Manager  입니다      현재  손바닥 정맥 정보 를 활용한 결제서비스 개발 진행 중 입니다     또한 현재 해당 서비스를 공급받게 되는 고객사가 확정되어 있는 상태이며  2021년 조달청 혁신시제품에 지정되어 정부기관 등 공급에 대한 전용권을 획득한 상태입니다     흔하지 않은 도전적인 문제를 푸는 업무이기 때문에 그 어려운 과정에서 성취감을 얻고 회사와 함께 성장하고자 하는 분이 지원하기를 희망하며  회사 역시 함께 성장하는 성과를 공유하며 성취를 함께해 나가고자 합니다     확보 수익모델에 따라 팀 규모를 확장하는 리빌딩 진행 중입니다  현재 팀 구성은 소수이나 다음커뮤니케이션  KTH  네이버 등에서 다양하고 오랜 업무 경험을 보유한 역량을 갖춘 팀원으로 구성되어 있습니다  최고의 개발자와 함께 일하며 성장하고 싶다면  도전해 보세요     지원서에 희망연봉과 희망 스톡옵션을 기재하여 주세요  함께 일할 분이라면 요구 수준을 맞추는 데 최대한 노력하겠습니다     새로운 기술 분야에 관심이 많고  익숙하지 않은 분야라도 학습하고 도전하는 데 주저함이 없는 분을 선호합니다 , 주요업무     현재  손바닥 정맥 정보 를 활용한 결제서비스 개발 진행 중 입니다  결제서비스에 사용되는 HW를 제휴 제조기업과 협업하여 별도 제작하고  해당 HW에 탑재되는 OS를 포함하는 SW  이를 기반으로 구동하는 PWA 그리고  중계서버로 구성되는 솔루션을 당사에서 개발합니다     이에  해당 업무를 함께 해 나갈 서비스 기획과 프로젝트 프로듀싱 및 관리 능력을 보유한 기획자를 찾습니다     흔하지 않은 도전적인 문제를 푸는 업무이기 때문에 그 어려운 과정에서 성취감을 얻고 회사와 함께 성장하고자 하는 분이 지원하기를 희망하며  회사 역시 함께 성장하는 성과를 공유하며 성취를 함께해 나가고자 합니다     새로운 간편결제와 이를 활용하는 분야에 관심이 많고  익숙하지 않은 분야라도 학습하고 도전하는 데 주저함이 없는 분을 선호합니다    모집기간과 채용인원     ASAP  채용 시까지    최소 2명  최대 12명   지원 및 평가 방법     업무 경험을 중심으로 경력 소개가 포함된 자유 형식 자기소개서 필수      경력 기술 시 해당 포지션 관련 업무에 대해서만 기재해 주세요        지원서에 희망연봉과 희망 스톡옵션을 기재하여 주세요  함께 일할 분이라면 요구 수준을 맞추는 데 최대한 노력하겠습니다         신입 또는 경력 채용 공통 3개월 간  처음 함께 일해 보는 기간 저희는 FC Foundation Course 기간이라고 합니다   이 있으며  해당 기간 중에도 급여 등 조건은 동일합니다     서류 심사  비대면 인터뷰  대면 인터뷰 순으로 절차 진행 지원자에 따라 변경될 수 있음          통상 매주 수요일까지 지원서류에 대하여 주중 결과 통보, 역량 요구 사항         신입 포지션은 현재 지원 받지 않습니다  경력 기간에 상관없이 경력 포지션만 지원 가능합니다     서비스를 분석하여 핵심이 되는 사용자 편의성 기능 을 도출하는 경험 또는 능력    서비스 구현을 위한 프로젝트에서 현실적인 자원을 감안한  최소한의 SOW Scope of Work  를 도출해 내는 능력     UX 플로우 유저 시나리오  를 환경에 최적화하여 작성하는 경험 또는 능력     기능명세 를 도출하여 작성할 수 있는 능력     GUI를 위한 스토리보드와 스토리 릴 을 작성할 수 있는 능력     유저 타입 모델링 과  페르소 나 관점에 대한 이해력    간명하게 글을 쓸 수 있는 능력    프로젝트를 촉진하고 관리할 수 있는 능력   공통 요구 사항     문제를 분석하고 규정해 나갈 수 있는 분    개발  디자인  영업 등 타 업무 담당과 협업에 있어 원활한 커뮤니케이션이 가능한 분    스스로의 학습과 노력으로 익숙하지 않은 새로운 서비스 분야에 도전하기를 선호하는 분    업무에 책임감을 가지고 성실하게 노력하여  실패하더라도 재도전하여 결과물을 만들어 나갈 수 있는 분, 우대사항     디자인 계열 전공자     Confluence를 활용한   프로젝트 구성 및 전반 관리를 위한 Wiki 스타일 문서 의 작성 능력    학습 능력이 뛰어나고  리서치와 문제 해결 능력을 지닌 분    논리적 사고가 뛰어나고  자신의 일마저도 객관화할 수 있는 분    스타트업의 자유를 누리되  자신의 업무는 끈기와 책임감을 가지고 완수할 수 있는 분    잘 놀고 즐길 줄 알고  긍정적인 마음을 가진 분    기획 업무 외 다른 좋아하는 무언가 가령   아두이노를 활용한        스쿠버 다이빙  등에 관심이 있어 팀원들과 나눌 수 있는 분
오상헬스케어,사업기획 담당자,https://www.wanted.co.kr/wd/56527,오상헬스케어 사업기획 담당자 채용, 전문적인 사업 기획 및 보고서 작성  신사업 및 신제품 사업 기획 및 프로젝트 관리  국내외 사업정보 전략  경쟁사 정보 수집 분석 및 대외 관계  회사 보유자원의 효율적 배분 및 사업전략과 연계  전략적 투자 및 인수 검토 업무  PLM 제품 전주기 관리 업무, 학사 이상  바이오 및 의료기기 관련 분야 전공  실무경력 4년 이상  대리  과장  차장  바이오 및 의료기기 기획 경력  공감 능력  소통 능력  배려 및 사회봉사 등의 훌륭한 인성을 가지신 분  기술  제품 및 시장 환경 변화에 대한 통찰력과 인사이트를 가지고 계신 분, 시장 분석 및 전망  기업 분석 및 가치평가 관련 경력 우대  사업 타당성 분석 및 예산편성 지침 관련 경력 우대  프로젝트 관리 PM 경력
스티브랩스,웹/모바일 서비스 기획자,https://www.wanted.co.kr/wd/92694,App Web 기반의 IT 솔루션 기업인 stevelabs는 2021년 설립 이후 가파르게 성장중인 젊은 기업입니다   다양한 분야의 기업들에게 최상의 IT 솔루션을 제공하고 있으며  자체서비스 개발을 통해 더 큰 성장과 도약을 준비하고 있습니다  stevelabs의 크루가 되시면 서비스 개발 및 운영에 대한 전방위 업무를 직간접적으로 경험하실 수 있습니다 ,  Web PC  Mobile   App Android  iOS  UI UX 서비스 기획 및 고도화   서비스 정책 요구사항 수립 및 화면 설계   서비스 기획  디자인  개발  마케팅 등 전체 과정에서의 협업 및 프로젝트 리드   개발 우선순위 설정 및 개발 일정 관리   고객 니즈 발굴 및 서비스 기획  개선 사항 도출,  웹 서비스 개선 및 웹 앱 플랫폼 서비스 기획  배포 경험   기능정의서  WBS  와이어프레임  스토리보드 작성 경험   화면설계서 스토리보드  작성 경험 본인이 작성한 화면 설계서 제출 필요 ,  에이전시 경험이 있으신 분   신규 앱 서비스의 기획  개발  운영 등 서비스의 전체 프로세스를 경험해보신 분   스타트업에 대한 이해도가 높고 공감하실 수 있는 분   팀 빌딩 및 프로젝트 관리 유경험자   Figma XD Zeplin 등 툴 활용이 가능하신 분   가치관이 확실하신 분   맡은 업무에 대한 책임강이 강하신 분   타 직무를 맡고 있는 구성원과의 원활한 커뮤니케이션과 유연한 협업 능력을 갖추신 분   제안서  IR 자료 등 사업기획서 작성 경험자
버티고우게임즈 (Vertigo Games),Global FPS Game 사업PM,https://www.wanted.co.kr/wd/37682,버티고우 게임즈는 게임개발사 입니다  버티고우 게임즈는 실시간 PvP 게임을 개발하는데 중점을 두고 있습니다   2006년 창업 이후 권호  블랙샷  워오브좀비를 개발하였으며  인하우스 스튜디오에서는 전세계 유저가 지속적으로 즐길 수 있는 게임을 개발 및 연구하고 있습니다  회사의 대표 게임 Blackshot은 2007년 출시 이후부터 지금까지 글로벌 시장에서 서비스를 운영중에 있습니다   버티고우 게임즈는 2015년부터 인하우스 게임 외 다양한 온라인 게임 데카론  워록  라테일  대항해시대 온라인 을 Papaya Play 를 통해 서비스하기 시작하면서 퍼블리싱 사업 역량을 강화하고 있습니다   앞으로도 Papaya Play 플랫폼을 통해 전세계 유저들이 즐겨할 수 있는 다양한 온라인 및 모바일 게임들을 선보이며 서비스를 확장해나갈 계획입니다 ,1  라이브 서비스 관리    서비스 관련 계획 수립 및 관리    효과적인 서비스를 위한 마케팅  홍보 및 이벤트 진행    VOC 기반 유저 케어    서비스 위험 관리 및 각종 이슈 대응  2  사업 계획 및 관리    매출 지표 관리  분석 및 개선 방안 도출    현지화 서비스 전략 제안    데이터와 지표에 따른 BM전략  상품 기획 수립 및 실행    내 외부 유관부서와 커뮤니케이션 진행,  영어 speaking  writing  reading  listening  가능하신 분 필수    MS office에 능숙하신 분   데이터 정리 및 분석이 가능하신 분   경력 7년 이상,  FPS 게임에 대한 이해가 높고 라이브 서비스 경험을 보유하신 분   해외 서비스 경험이 있으신 분   책임감이 강하신 분
라드씨엔에스,웹/앱/서비스기획,https://www.wanted.co.kr/wd/131488,주식회사 라드씨엔에스에서 웹 앱 서비스기획자를 채용합니다      MISSION 패션  유통  외식  IT 등 산업 전반의 브랜딩 생산성 강화를 위한 홈페이지 및 온라인 커머스 시스템 설계  UX 컨설팅 등 고객에게 필요로 하는 핵심 가치를 설계하고 고객의 니즈를 해결하는 것이 주 미션입니다      CDP 다양한 비즈니스의 웹 및 모바일 기획의 경험을 통해 IT 컨설턴트로서의 직무 확장이 가능하며  대형 포털 및 쇼핑몰 서비스 기획자로 성장할 수 있는 기회도 주어집니다    또한 기업 내 ERP  IM  SCM 등 인프라 시스템과의 연계 작업에서 축적된 경험치는 기업용 솔루션의 전문가로 직무를 성장시킬 수 있는 기반이 될 수 있습니다 ,  신규 구축 웹 앱 기획   운영서비스 기획   프로젝트 관리 리딩 경력자에 한함 ,  학력 무관   성별 무관,  이공계 관련 전공자 소프트웨어  IT비즈니스 등    웹 에이전시 및 웹 모바일 기획 경력자 개발자 출신 환영    온라인커머스 사이트 개발 및 운영 경험자   프로젝트 매니지먼트 PM  유경험자
헤이컬렉티브,Product Owner (PO),https://www.wanted.co.kr/wd/126784,서핏은 개발 마케팅 기획 스타트업 등  IT 프로덕트 업계  전문가들이 다양한 채널에서 생산하는 지식 콘텐츠를 맞춤 제공하는 커리어 지식 플랫폼입니다   2019년 6월 디자이너를 위한 지식 플랫폼으로 시작해서 별도 마케팅 없이 출시 1년 만에 5 000여 개의 기업의 디자이너가 사용하는 서비스가 되었습니다  2021년 12월 IT 프로덕트 업계 분야로 서비스 영역을 확장 후 현재 3 5만 명의 사용자가 월 250만 회 방문하는 플랫폼으로 자리 잡았습니다  2019년 론칭 대비 월간 활성 이용자 수 MAU 는 8배 이상  월간 페이지뷰 PV 는 4배 이상 성장했습니다  3개월 후 사용자 유지율 Retention Rate 은 50 3 로  지금도 매달 평균 10  성장하고 있습니다   현재 IT 시장의 이직 채용 문제를 해결하는 새로운 커리어 솔루션을 준비하기 위해 Product Owner  PO 분을 모시게 되었습니다  서핏의 목표를 함께 이루고 싶은 분들  서비스와 내가 함께 성장하는 과정에서 함께 즐거움을 느끼고 싶으신 분들  우리 모두가 행복하게 다닐 수 있는 회사를 함께 만들어갈 분을 기다립니다 ,  프로덕트의 목표를 세우고 비즈니스 전략을 연결하여 신규 서비스를 만듭니다    핵심 지표 설정  로드맵을 설계하고 수행 및 결과 도출까지의 서비스 생애 주기를 담당합니다    가설 수립  실험을 통한 성과 측정 및 학습  이를 토대로 다시 가설을 수립하는 이터레이션으로 프로덕트를 고도화합니다    시장 분석  산업 트렌드 등과 사용자 경험  비즈니스 임팩트를 포함한 프로덕트의 비전 및 방향을 설정합니다    미니 CEO로서 프로덕트뿐 아니라 사업의 방향성을 논의 결정하며 비즈니스 전반을 총괄합니다 ,  3년 이상의 IT 분야에서 업무 경험 혹은 그에 준하는 역량이 필요합니다    애자일한 프로세스로 개발자  디자이너 등 팀과 함께 프로덕트를 만들었던 경험이 있어야 합니다    커리어 도메인에 대한 지식 혹은 높은 관심이 필요합니다    데이터 기반으로 복잡한 문제를 단순화하고 해결할 수 있는 역량이 필요합니다    목표와 전략을 설정하고 문제 정의와 해결안을 제안할 수 있어야 합니다    하나의 방향성으로 다른 직무의 팀원들을 함께 이끌 수 있는 커뮤니케이션 능력이 필요합니다 ,  평소 서핏을 즐겨 사용하시는 분   창업이나 제로투원을 했던 경험이 있으신 분   성장하는 스타트업에서 서비스를 성장시켜본 경험이 있으신 분   서비스 기획 제작 및 출시까지 프로젝트를 주도적으로 진행해 본 경험이 있으신 분   경쟁사  시장  산업적인 환경에서 사업적인 기회를 찾아내는 역량이 있으신 분
두잉랩,프로덕트 기획자(Product Manager),https://www.wanted.co.kr/wd/113701,두잉랩은 세계 최고 성능의 음식 인식 솔루션인 FoodLens기술을 개발하여 상용화하였고  매년 가파른 성장과 함께 헬스케어 분야의 독보적인 서비스를 제공하며 달려가고 있는 기업입니다    두잉랩은 그 기술력을 인정받아 2018년 NAVER로부터 투자를 유치하였습니다  이외에도 K Global HighTech Startup  한화 드림플러스 헬스케어 스타트업   아산나눔재단 남산랩 Program  경기창조센터 K Champ lab Program  교보생명 Innostage 등 다양한 투자 및 프로그램에 선정되어 기술력과 사업에 대해 인정받고 있는 기업입니다    2020년 녹십자 헬스케어 및 인사이트에퀴티 파트너스로 부터 추가 투자를 유치하였으며  현재 한국을 넘어 글로벌 시장 진출의 단계를 밟아가고 있습니다       두잉랩은 이런 문제를 고민하며 풀고 있어요    체중조절을 위한 다이어트  운동 등에는 식단조절이 필수이고  당뇨나 비만 등 치료를 위해서는 식이요법이 함께 진행되어야 해요  이에 피트니스나 의료기관에서는 식사기록을 권장하고 있습니다    그런데 식사기록의 필요성은 너무나 잘 알지만  식사를 입력하고 체크하는 과정은 스트레스라는 것이 문제죠  우리는 이러한 식사기록의 시장 문제를 해결하고 싶었고  입력의 불편함을 해소하기 위한 FoodLens라는 AI기술을 만들었습니다  사진만 찍으면 음식과 재료를 스스로 이해하고 담긴 그릇과 양  칼로리를 자동으로 계산해주는 똑똑한 녀석이죠    만일 FoodLens를 적용한 식사기록 서비스가 전 세계 사람들의 스트레스와 미루는 습관을 획기적으로 줄여준다면 어떨까요     그렇게 된다면 더 이상 매 식사마다 기억해야 하고  여러 과정을 거쳐서 입력해야 하는 상황이 없어질 겁니다  소중한 시간을 아끼고 당신은 더 중요한 일에 몰두할 수 있게 되겠죠  사진만 찍으면 자동으로 알아서 해주니 나도 모르는 사이에 식단 조절에 성공하게 되고 건강해진 자신을 발견하게 될 것입니다    전 세계 모든 사람들의 걱정과 고민을 해결하는 이 여정에 당신만의 놀라운 아이디어를 더해 함께 즐거운 변화를 만들어 가실 분을 기다립니다       채용절차  서류 전형   직무 인터뷰   컬쳐핏 인터뷰   상황에 따라 화상 google meet  또는 오프라인 대면 으로 진행  지원시 포트폴리오 제출 부탁드리겠습니다    ,  푸드렌즈  다이어트 카메라 사용 고객의 서비스 로드맵 및 제품 서비스 기획   Product의 UX 정의  프로토타이핑  사용자 테스트 등  프로덕트 개발  개선 작업 주도   고객 시장 분석을 통한 프로덕트 방향 제시 및 목표달성을 위한 비전  전략 수립 제시   개발자 디자이너와 협업을 통한 프로젝트 운영,  커리어 수준   3년 이상   디지털 프로덕트 및 유저 경험 개선 프로젝트 수행 경험   서비스 방향 및 정책을 바탕으로 와이어 프레임을 설계해 본 경험   논리적이고 유연한 사고에 기반하여 원활한 협업 및 커뮤니케이션이 가능한 분,  AI 또는 헬스케어  식문화 분야에 대한 업무 경험 혹은 그에 준하는 지식이 있으신 분   데이터를 기반으로 프로덕트를 구체적으로 개선한 경험이 있으신 분   성장에 대한 니즈가 강하며  오너십을 바탕으로 주도적인 업무방식을 즐기는 분
진저나인(스몰스),서비스 기획자(PM),https://www.wanted.co.kr/wd/95958,진저나인은 글로벌 종합 물류 기업 유수홀딩스에서 자본금 50억으로 독립 분사한 AI 기반 반려동물 IT 플랫폼 스타트업입니다   진저나인은  사람과 반려동물의 일상 교감 을 위해 AI 모델과 다양한 콘텐츠를 활용하여 반려동물 DB 구축  3D 캐릭터 생성  콘텐츠 기록 등 세상에 없는 서비스를 만들어가고 있습니다    반려동물 시장 빅테크 기업으로 성장하기 위해 충분한 자금이 확보되어 있고 실현 가능한 다양한 아이디어들이 준비 되어 있습니다   반려동물 IT스타트업 표준을 만들어 갈 진저나인과 함께 하세요,  반려동물 SNS 커뮤니티 서비스의 기능 설계  정책 수립 APP  Web    고객 분석을 통한 서비스 개선 기획   데이터 기반 가설 설정  지표 분석,  Web App 서비스의 설계  운영 경험 2년 이상   데이터 분석 툴을 사용하여 데이터 기반 의사 결정 경험 Firebase  Airbridge  Tableau 등    비즈니스  개발  디자인  운영 파트와의 원활한 커뮤니케이션 가능하신 분,  앱서비스 운영 스타트업 서비스 기획 업무 경험   반려동물 보호자 or 반려동물에 대한 이해도가 높은 분   인터뷰 전형     1차 화상 인터뷰     2차 대면 인터뷰
즐거운,스마일기프트팀 서비스 기획자(웹/앱),https://www.wanted.co.kr/wd/130070,스마일기프트 서비스 기획자 모집,  솔루션 사업본부 모바일 쿠폰  상품권  플랫폼 기획   앱 웹 등 화면 설계  서비스 정책 등 전반적인 서비스 기획 및 마케팅 기획 협업,  웹 앱 서비스 기획 유경험자   서비스 정책 요구사항 수립 및 화면설계 가능자   직관적인 UX UI 설계 및 명확한 기획 문서 작성 능력 보유자   주도적으로 문제와 이슈를 정의하고 분석 해결 가능자,  퍼포먼스 마케팅 이해도 보유자   커머스 업종 재직 경험 보유자   원활한 커뮤니케이션과 협업 능력 보유자
파이퍼블릭,프로덕트 매니저 (Product Manager),https://www.wanted.co.kr/wd/123950,  대형빌딩으로 차곡차곡 돈 벌기  랜드마크 건물주가 되는 부동산 투자    파이퍼블릭은 초우량 상업용 부동산 투자에 빅데이터 기술이 더해진 신개념 eREITs 플랫폼인  리얼바이 를 만들어갑니다  연기금 등 대형 투자 기관만이 누리던 초우량 실물 자산의 투자 기회  리얼바이를 통해 누구나 쉽게 공동 투자자로서 지분을 소유할 수 있습니다  대규모 투자금 모집 문제를 해소하고 빅데이터 기반의 온라인 플랫폼으로 정보의 투명성과 구조의 효율화를 추구합니다  쉽고 간편한 랜드마크 투자  부동산 금융 시장의 혁신을 위한 도전을 시작합니다    리얼바이는 랜드마크를 소유하는 부동산 투자 서비스입니다   우리가 일상에서 쉽게 볼 수 있는 오피스 물류센터 호텔  쇼핑물 등의 대형 부동산에 누구나 투자할 수 있는 기회를 제공하는 서비스에요  다수의 기관으로부터 뜨거운 관심을 받고 있는 파이퍼블릭은 빅데이터 기술을 보유한 핀테크 프롭테크 스타트업으로  현재는 앱과 웹 디바이스 환경의 프로덕트 구축을 마치고 곧 시장에 공개될 예정입니다   경험하지 못했던 안전한 수익형 초우량 부동산 투자  새로운 자산 증식 플랫폼을 만드는 여정에 함께 하세요      합류 여정     경력이 잘 드러날 수 있는 이력서 또는 경력기술서를 제출해주세요     직군에 따라 과제 전형이 진행될 수 있음을 참고해주세요   서류 지원    직무 인터뷰    문화적합성 인터뷰    처우 협의    최종 합격,  상업용 부동산 투자 플랫폼  리얼바이  서비스의 개시를 위해 사업적 관점에서 큰 그림을 그리고 전략적 방향성을 수립합니다    제품의 목표와 비전을 세우고  비즈니스 목표가 고객에게 잘 전달되는 지 또 다른 기회 영역은 없는 지 발굴하고 필요한 로드맵을 수립해요    프로덕트 로드맵에 따라 각 구성원의 R amp R을 정하고  요구사항 작성  Data 기반 가설 수립 및 테스팅을 진행합니다    비즈니스  개발 부서와 긴말하게 협의하며 고객의 니즈를 충족할 수 있도록 반복적인 Iteration을 통해 제품을 고도화합니다 ,  3년 이상의 프로덕트 매니징 경력이 있으신 분   기술을 활용한 서비스 운영 및 설계한 경험이 있으신 분   논리적인 사고와 데이터를 기반으로 자신의 의견을 명확히 설명할 수 있으신 분   원활한 커뮤니케이션으로 문제를 해결하고 팀의 성과를 위해 주도적으로 개선 포인트를 도출 해보신 분,  금융과 투자  핀테크  프롭테크 산업에 관심이 많으신 분   꼼꼼하고 책임감이 강하며 논리적인 사고를 지니신 분   스타트업 생태계와 문화에 대한 이해도가 있으신 분   초기 프로덕트를 구축과 런칭  운영을 해보신 분   복잡한 서비스 정책  화면과 기능의 정의를 기술해본 경험이 있으신 분
